iter	RMSE
1513	0.1117301816
1514	0.1117298168
1515	0.1117293609
1516	0.1115492117
1517	0.1113711406
1518	0.1113706786
1519	0.1113078925
1520	0.1113075218
1521	0.1113071511
1522	0.1113066934
1523	0.1113063318
1524	0.1113059702
1525	0.1113045925
1526	0.1113042355
1527	0.1113030409
1528	0.1113026885
1529	0.1111268813
1530	0.1111256618
1531	0.1110511408
1532	0.1110506912
1533	0.1108773056
1534	0.1108768461
1535	0.110876474
1536	0.1108761018
1537	0.1108756515
1538	0.110802498
1539	0.1106314679
1540	0.110630114
1541	0.1106297364
1542	0.1106293542
1543	0.110557563
1544	0.1103888578
1545	0.1103884609
1546	0.1103880732
1547	0.1103867349
1548	0.1103284451
1549	0.1103280619
1550	0.110326732
1551	0.1103263534
1552	0.1103250373
1553	0.1103246633
1554	0.1103242893
1555	0.1102546051
1556	0.1102532974
1557	0.1102529185
1558	0.1100867036
1559	0.1100863195
1560	0.1100850237
1561	0.1100837233
1562	0.1100832837
1563	0.1100829088
1564	0.110082534
1565	0.1100812521
1566	0.1100799794
1567	0.1099156442
1568	0.1099152595
1569	0.1099148795
1570	0.1099145087
1571	0.1098583705
1572	0.1098571092
1573	0.1096948783
1574	0.1096944975
1575	0.1096275265
1576	0.1096245663
1577	0.1096241852
1578	0.109464127
1579	0.1094628797
1580	0.1094616324
1581	0.1094612462
1582	0.1093030234
1583	0.1091466296
1584	0.1091436938
1585	0.1089891
1586	0.1089861879
1587	0.1089833085
1588	0.108980457
1589	0.1089156008
1590	0.1089127569
1591	0.1087602426
1592	0.1087574274
1593	0.1086066603
1594	0.1086038646
1595	0.1084548429
1596	0.1084520667
1597	0.1084493234
1598	0.1083275662
1599	0.1083270771
1600	0.108326588
1601	0.1083261036
1602	0.1081800287
1603	0.1081795295
1604	0.1081790397
